epoch,train_loss,train_iou,val_loss,val_iou
1,0.0020865415326885082,0.9568060668687929,0.044656258542090654,0.31457125001186653
2,0.0020457283707357764,0.9574842693629351,0.017329709876018267,0.728832003565756
3,0.002032026975177273,0.9576521182415508,0.023886510584917333,0.6077162662563703
4,0.0020221779515157408,0.9578130368761101,0.015860087225317128,0.7532835389876004
5,0.0020140807834520403,0.9579640584514971,0.028756245970726013,0.5394797791452325
6,0.0020068251110690956,0.9580656732895526,0.09809280362808043,0.024669978381683957
7,0.00200082273665993,0.9581766493440652,0.06338121172868544,0.14640875487998675
8,0.001995691463733757,0.9582561377202246,0.04175981315266755,0.32316440197066537
9,0.001990166772849902,0.9584222953816157,0.04582510438437263,0.29082818036980307
10,0.0019869391067740727,0.9583154188804007,0.039512674453564815,0.36482957744080224
11,0.0019827092721936336,0.958482499057573,0.07610065696967973,0.0764944360991502
12,0.00197974237934908,0.9584896675992307,0.039322094034610525,0.3647194770057179
13,0.001975538327159094,0.9585835363762627,0.04527763802454703,0.29343558434923256
14,0.0019734362858192375,0.9586724566317913,0.03983010693142811,0.34519961072435335
15,0.001970063086177799,0.958736374187193,0.055881486222561866,0.18903544407773712
16,0.001967029047747409,0.9588038761632461,0.08383333476053344,0.05207576368776431
17,0.001964848227743503,0.9588379084620136,0.0817255780307783,0.06005944337077337
18,0.001962402914345841,0.9588520196579642,0.023146247167864606,0.6267361855293856
19,0.0019598198162081343,0.9589560409318877,0.025334527948871255,0.5874719929066501
20,0.0019579831362491295,0.9589400606116355,0.03486036048788163,0.42569111897983203
21,0.0019553190517139487,0.9590302003202967,0.04916997585031721,0.26053934406491036
22,0.001953493766458927,0.9590435978818141,0.03277712271341847,0.46101357015894684
23,0.001951638604458865,0.9591225419905935,0.08564338605437014,0.056436594636216024
24,0.001949156862766748,0.9592156442800627,0.012110018753446639,0.7987155160945416
25,0.0019470427297554643,0.9591574035497451,0.03413881899582015,0.43755178233608555
26,0.0019452997071701767,0.9592721088194287,0.0250907054481407,0.5893486824023388
27,0.0019435494328804669,0.9592650564904119,0.12582044158544806,0.00067436589972891
28,0.0019419131243401872,0.9593276674939852,0.022472417292495567,0.6393702006408479
29,0.0019399059919773469,0.9593733990754533,0.04113272117036912,0.3506663032299844
30,0.0019368577232983495,0.959375656719932,0.057505781348380774,0.19361861306317
31,0.001937513289019643,0.9594656748788837,0.03925311668879456,0.36914873869815684
32,0.0019354910981963344,0.9594550920119447,0.043512528813961476,0.31676257180284956
33,0.0019339966691664552,0.9595205669269188,0.01274754340475839,0.7926278323403777
34,0.0019322964421007783,0.959532359984561,0.0724388934775359,0.09843133694991422
35,0.0019305852857152267,0.9595622012125599,0.02559002688051098,0.5817399271639574
36,0.0019294642392889642,0.9595848003809915,0.024966736427611776,0.588620185698184
37,0.0019276989381372307,0.9596423356676341,0.02220864738855097,0.6438815432286842
38,0.0019265326394122982,0.9596442408719728,0.03957186515132586,0.3648724291263347
39,0.0019250728217663155,0.959701059923837,0.046830418778376445,0.27569473426417973
40,0.0019238231181155979,0.9597615918121343,0.08342757722776797,0.06564069031981751
41,0.0019224616716937383,0.9597574440324579,0.05457854539983802,0.20730059678630997
42,0.0019209408691884683,0.9597633812748366,0.021011509880837467,0.6624281470624004
43,0.0019198326755680943,0.9598612480521285,0.019124658855920035,0.6915800234702068
44,0.0019187154060567818,0.9598105792873262,0.027125276495806046,0.5535152025426429
45,0.0019173045221361376,0.9598535575064205,0.06090990102125539,0.16169259157042337
46,0.0019158998839668043,0.9599308115893712,0.03727897103979356,0.4190646037073169
47,0.0019150855382793538,0.9599291207655641,0.09442089560131232,0.035105665956226745
48,0.0019139535918449317,0.9599512172361027,0.021538701568109293,0.6569577541087831
49,0.0019126978002965362,0.9600013129146596,0.03439949690881702,0.4375873631582512
50,0.0019117629587916392,0.9600006264377501,0.025366348395538,0.591879667121597
51,0.001910615921258882,0.9600234375173875,0.02048455177444137,0.6712762590417449
52,0.001909135324032312,0.9600292618855529,0.010879810000511093,0.813236509427115
53,0.001908391054686425,0.9601064819738735,0.05076879599235124,0.2716017400135209
54,0.0019074316959761615,0.9600921240343091,0.0112133011700482,0.8098878998908383
55,0.001906474436067843,0.9601307593748977,0.07593933565335141,0.08279144098818152
56,0.0019050341483394038,0.9601744157961382,0.05961638533820709,0.1648061956310051
57,0.0019042083167559688,0.9601304513499979,0.011802130320575088,0.8018906777014494
58,0.0019034006280846717,0.9601741306388138,0.06525180990704232,0.13361846284310816
59,0.0019019737210501696,0.9602550825014463,0.01690027681696746,0.7309091977185344
60,0.001901374331888898,0.9602437130930548,0.03775244433846739,0.40199372024378316
